LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2021-03-30 19:53:21,1900-01-00 00:00:00,,78:8B:2A:C3:5A:51,-52, ,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:22,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:22,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-2, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:22,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:23,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:23,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:23,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:23,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:23,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:23,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:24,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:24,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-44, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:24,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-42, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:24,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-42, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:24,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-22, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:24,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:25,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:25,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:25,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-44, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:25,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:25,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-32, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:26,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:26,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:26,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:26,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:27,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:27,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-36, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:27,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:28,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-42, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:28,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-2, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:28,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:28,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:29,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-44, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:29,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:29,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-32, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:29,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:30,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:30,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:30,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:30,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-36, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:31,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:31,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:31,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2021-03-30 19:53:32,1900-01-00 00:00:00,chuangmi-camera-029a02_miap5A51,78:8B:2A:C3:5A:51,-4, OPN,0.000000,0.000000,0.000,0.000,AP
